ID	NUMBER 	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
Bolt-2018-576-406	406	ripe	178	RIPE	2
Bolt-2018-576-407	407	roof	769	ROOF	2
Bolt-2018-576-408	408	root	670	ROOT	2
Bolt-2018-576-409	409	rope	1218	ROPE	2
#<<<					
Bolt-2018-576-410	410	rot (vi)	569	SPOIL (BECOME SPOILED)	4
Bolt-2018-576-410	410	rot (vi)	2907	ROT	4
#>>>					
#<<<					
Bolt-2018-576-411	411	round, small object	1395	ROUND	4
Bolt-2018-576-411	411	round, small object	2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	4
Bolt-2018-576-411	411	round, small object	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	4
#>>>					
Bolt-2018-576-412	412	rub	1449	RUB	2
#<<<					
Bolt-2018-576-413	413	rub; sharpen	251	SHARPEN (SOMETHING)	4
Bolt-2018-576-413	413	rub; sharpen	1449	RUB	4
#>>>					
Bolt-2018-576-414	414	run	1519	RUN	2
Bolt-2018-576-415	415	sago	2270	SAGO	2
Bolt-2018-576-416	416	saliva	1503	SALIVA	2
Bolt-2018-576-417	417	salt	1274	SALT	2
#<<<					
Bolt-2018-576-418	418	same, equal	200	SAME	4
Bolt-2018-576-418	418	same, equal	1570	EQUAL	4
#>>>					
Bolt-2018-576-419	419	sand	671	SAND	2
Bolt-2018-576-420	420	say	1458	SAY	2
Bolt-2018-576-421	421	scratch1		???	
Bolt-2018-576-422	422	scratch2		???	
Bolt-2018-576-423	423	search	1468	LOOK FOR	2
Bolt-2018-576-424	424	see	1409	SEE	2
Bolt-2018-576-425	425	seed	714	SEED	2
Bolt-2018-576-426	426	serow		???	
Bolt-2018-576-427	427	settle		???	
Bolt-2018-576-428	428	seven	1704	SEVEN	2
Bolt-2018-576-429	429	sew	1457	SEW	2
Bolt-2018-576-430	430	shade	1388	SHADE	2
Bolt-2018-576-431	431	shake1		???	
Bolt-2018-576-432	432	shake2		???	
Bolt-2018-576-433	433	sharp1		???	
Bolt-2018-576-434	434	sharp2	1396	SHARP	2
Bolt-2018-576-435	435	sheep	1331	SHEEP	2
Bolt-2018-576-436	436	shelf	745	SHELF	2
Bolt-2018-576-437	437	Sherdukpen		???	
Bolt-2018-576-438	438	Shergaon, people of		???	
Bolt-2018-576-439	439	shoe, footwear	1381	SHOE	4
Bolt-2018-576-440	440	shoot	1172	SHOOT	2
Bolt-2018-576-441	441	short	1645	SHORT	2
Bolt-2018-576-442	442	shoulder	1482	SHOULDER	2
#<<<					
Bolt-2018-576-443	443	shy, ashamed (vi)	487	SHY	4
Bolt-2018-576-443	443	shy, ashamed (vi)	1894	ASHAMED	4
#>>>					
#<<<					
Bolt-2018-576-444	444	sick (vi)	1847	SICK	4
Bolt-2018-576-444	444	sick (vi)	1494	DIE	4
Bolt-2018-576-444	444	sick (vi)	2103	PAINFUL OR SICK	4
#>>>					
Bolt-2018-576-445	445	silver	759	SILVER	2
Bolt-2018-576-446	446	sing	1261	SING	2
#<<<					
Bolt-2018-576-447	447	sister, elder	2420	YOUNGER SISTER (OF MAN)	4
Bolt-2018-576-447	447	sister, elder	2421	YOUNGER SISTER (OF WOMAN)	4
Bolt-2018-576-447	447	sister, elder	1761	YOUNGER SISTER	4
Bolt-2018-576-447	447	sister, elder	2418	OLDER SISTER (OF MAN)	4
Bolt-2018-576-447	447	sister, elder	2419	OLDER SISTER (OF WOMAN)	4
Bolt-2018-576-447	447	sister, elder	1758	OLDER SISTER	4
Bolt-2018-576-447	447	sister, elder	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	4
Bolt-2018-576-447	447	sister, elder	561	SISTER (OF MAN)	4
Bolt-2018-576-447	447	sister, elder	562	SISTER (OF WOMAN)	4
Bolt-2018-576-447	447	sister, elder	2173	PATERNAL UNCLE (FATHER'S OLDER BROTHER)	4
Bolt-2018-576-447	447	sister, elder	1263	SISTER	4
Bolt-2018-576-447	447	sister, elder	2112	OLD (AGED)	4
#>>>					
Bolt-2018-576-448	448	sister-in-law	2317	SISTER-IN-LAW	2
#<<<					
Bolt-2018-576-449	449	sister, younger1	2421	YOUNGER SISTER (OF WOMAN)	4
Bolt-2018-576-449	449	sister, younger1	561	SISTER (OF MAN)	4
Bolt-2018-576-449	449	sister, younger1	562	SISTER (OF WOMAN)	4
Bolt-2018-576-449	449	sister, younger1	2418	OLDER SISTER (OF MAN)	4
Bolt-2018-576-449	449	sister, younger1	1263	SISTER	4
Bolt-2018-576-449	449	sister, younger1	2419	OLDER SISTER (OF WOMAN)	4
Bolt-2018-576-449	449	sister, younger1	2420	YOUNGER SISTER (OF MAN)	4
Bolt-2018-576-449	449	sister, younger1	1758	OLDER SISTER	4
Bolt-2018-576-449	449	sister, younger1	1761	YOUNGER SISTER	4
#>>>					
#<<<					
Bolt-2018-576-450	450	sister, younger2	2421	YOUNGER SISTER (OF WOMAN)	4
Bolt-2018-576-450	450	sister, younger2	561	SISTER (OF MAN)	4
Bolt-2018-576-450	450	sister, younger2	562	SISTER (OF WOMAN)	4
Bolt-2018-576-450	450	sister, younger2	2418	OLDER SISTER (OF MAN)	4
Bolt-2018-576-450	450	sister, younger2	1263	SISTER	4
Bolt-2018-576-450	450	sister, younger2	2419	OLDER SISTER (OF WOMAN)	4
Bolt-2018-576-450	450	sister, younger2	2420	YOUNGER SISTER (OF MAN)	4
Bolt-2018-576-450	450	sister, younger2	1758	OLDER SISTER	4
Bolt-2018-576-450	450	sister, younger2	1761	YOUNGER SISTER	4
#>>>					
Bolt-2018-576-451	451	sit	1416	SIT	2
Bolt-2018-576-452	452	six	1703	SIX	2
Bolt-2018-576-453	453	skin, bark	2127	BARK OR SKIN	2
Bolt-2018-576-454	454	sky	1732	SKY	2
#<<<					
Bolt-2018-576-455	455	sleep	1585	SLEEP	2
Bolt-2018-576-455	455	sleep	2972	SLEEP (STATE)	2
#>>>					
#<<<					
Bolt-2018-576-456	456	slowly	701	SLOW	2
Bolt-2018-576-456	456	slowly	2165	SLOWLY	2
#>>>					
Bolt-2018-576-457	457	small1		???	
Bolt-2018-576-458	458	small2		???	
Bolt-2018-576-459	459	smell1 (vi)		???	
Bolt-2018-576-460	460	smell2 (vi)		???	
#<<<					
Bolt-2018-576-461	461	smell (n)	1221	NOSE	4
Bolt-2018-576-461	461	smell (n)	1586	SMELL (PERCEIVE)	4
Bolt-2018-576-461	461	smell (n)	2201	LIGHT (SMELL OR TASTE)	4
Bolt-2018-576-461	461	smell (n)	1587	SMELL (STINK)	4
Bolt-2018-576-461	461	smell (n)	2124	SMELL	4
Bolt-2018-576-461	461	smell (n)	1906	SOUR	4
Bolt-2018-576-461	461	smell (n)	510	STRONG EFFECT	4
#>>>					
#<<<					
Bolt-2018-576-462	462	smoke	1689	SMOKE (INHALE)	2
Bolt-2018-576-462	462	smoke	2859	SMOKE (EMIT SMOKE)	2
Bolt-2018-576-462	462	smoke	778	SMOKE (EXHAUST)	2
#>>>					
Bolt-2018-576-463	463	snake	730	SNAKE	2
Bolt-2018-576-464	464	snatch away		???	
#<<<					
Bolt-2018-576-465	465	snow	1255	SNOWING	2
Bolt-2018-576-465	465	snow	784	SNOW	2
#>>>					
Bolt-2018-576-466	466	soda ash		???	
#<<<					
Bolt-2018-576-467	467	soft / smooth	1234	SMOOTH	4
Bolt-2018-576-467	467	soft / smooth	1856	SOFT	4
#>>>					
Bolt-2018-576-468	468	soil, earth	1228	EARTH (SOIL)	2
Bolt-2018-576-469	469	son	1620	SON	2
Bolt-2018-576-470	470	song1		???	
Bolt-2018-576-471	471	song2		???	
Bolt-2018-576-472	472	son-in-law	1056	SON-IN-LAW	2
#<<<					
Bolt-2018-576-473	473	soup, liquid, broth, juice	58	LIQUID	4
Bolt-2018-576-473	473	soup, liquid, broth, juice	1547	SOUP	4
Bolt-2018-576-473	473	soup, liquid, broth, juice	2268	POTION	4
Bolt-2018-576-473	473	soup, liquid, broth, juice	1499	JUICE	4
#>>>					
Bolt-2018-576-474	474	sour	1906	SOUR	2
#<<<					
Bolt-2018-576-475	475	sow, broadcast1	1351	SOW (FEMALE PIG)	4
Bolt-2018-576-475	475	sow, broadcast1	748	SOW SEEDS	4
#>>>					
#<<<					
Bolt-2018-576-476	476	sow, broadcast2	1351	SOW (FEMALE PIG)	4
Bolt-2018-576-476	476	sow, broadcast2	748	SOW SEEDS	4
#>>>					
Bolt-2018-576-477	477	soybean	2027	SOYA	2
Bolt-2018-576-478	478	sparrow	1854	SPARROW	2
Bolt-2018-576-479	479	speak	1623	SPEAK	2
Bolt-2018-576-480	480	spear	945	SPEAR	2
Bolt-2018-576-481	481	spicy, pungent	544	SPICY	4
Bolt-2018-576-482	482	spider	843	SPIDER	2
#<<<					
Bolt-2018-576-483	483	spirit, soul, shadow	1388	SHADE	4
Bolt-2018-576-483	483	spirit, soul, shadow	53	SPIRIT	4
Bolt-2018-576-483	483	spirit, soul, shadow	811	SOUL	4
Bolt-2018-576-483	483	spirit, soul, shadow	2275	SHADOW	4
#>>>					
Bolt-2018-576-484	484	spit	1440	SPIT	2
#<<<					
Bolt-2018-576-485	485	spittle, spit	1503	SALIVA	4
Bolt-2018-576-485	485	spittle, spit	1440	SPIT	4
Bolt-2018-576-485	485	spittle, spit	1456	THROW	4
#>>>					
Bolt-2018-576-486	486	split1		???	
Bolt-2018-576-487	487	split2		???	
Bolt-2018-576-488	488	squirrel	1628	SQUIRREL	2
#<<<					
Bolt-2018-576-489	489	squirrel, flying	1628	SQUIRREL	4
Bolt-2018-576-489	489	squirrel, flying	1441	FLY (MOVE THROUGH AIR)	4
#>>>					
Bolt-2018-576-490	490	stab	1434	STAB	2
Bolt-2018-576-491	491	stand (up)	1442	STAND	4
Bolt-2018-576-492	492	star	1430	STAR	2
Bolt-2018-576-493	493	steal	713	STEAL	2
Bolt-2018-576-494	494	steam	1193	STEAM	2
Bolt-2018-576-495	495	stich		???	
Bolt-2018-576-496	496	stick	1295	STICK	2
#<<<					
Bolt-2018-576-497	497	stone	857	STONE	2
Bolt-2018-576-497	497	stone	1762	STONE (OF FRUIT)	2
Bolt-2018-576-497	497	stone	668	ROCK	2
#>>>					
Bolt-2018-576-498	498	story	2060	STORY	2
Bolt-2018-576-499	499	straight	1404	STRAIGHT	2
#<<<					
Bolt-2018-576-500	500	stump (tree)	1023	STUMP OF TREE	4
Bolt-2018-576-500	500	stump (tree)	241	TREE STUMP	4
#>>>					
Bolt-2018-576-501	501	suck1		???	
Bolt-2018-576-502	502	suck2		???	
Bolt-2018-576-503	503	sugarcane	146	SUGAR CANE	2
#<<<					
Bolt-2018-576-504	504	sun, day	1260	DAY (24 HOURS)	4
Bolt-2018-576-504	504	sun, day	1225	DAY (NOT NIGHT)	4
Bolt-2018-576-504	504	sun, day	1343	SUN	4
Bolt-2018-576-504	504	sun, day	2140	DAY OR SUN	4
Bolt-2018-576-504	504	sun, day	1283	TODAY	4
#>>>					
#<<<					
Bolt-2018-576-505	505	swallow	3077	SWALLOW (BIRD)	2
Bolt-2018-576-505	505	swallow	1346	THROAT	2
Bolt-2018-576-505	505	swallow	897	SWALLOW	2
#>>>					
Bolt-2018-576-506	506	sweet	717	SWEET	2
Bolt-2018-576-507	507	swell	1573	SWELL	2
Bolt-2018-576-508	508	tail	1220	TAIL	2
Bolt-2018-576-509	509	take	1749	TAKE	2
Bolt-2018-576-510	510	takin		???	
Bolt-2018-576-511	511	taro	351	TARO	2
Bolt-2018-576-512	512	tasty	1813	TASTY	2
#<<<					
Bolt-2018-576-513	513	tear (vt)	1651	TEAR (OF EYE)	4
Bolt-2018-576-513	513	tear (vt)	1735	TEAR (SHRED)	4
#>>>					
Bolt-2018-576-514	514	tell	1711	TELL	2
Bolt-2018-576-515	515	ten	1515	TEN	2
Bolt-2018-576-516	516	that	78	THAT	2
Bolt-2018-576-517	517	that side		???	
Bolt-2018-576-518	518	Thembang people		???	
#<<<					
Bolt-2018-576-519	519	thick	1244	THICK	2
Bolt-2018-576-519	519	thick	2239	DENSE	2
#>>>					
Bolt-2018-576-520	520	thief	1160	THIEF	2
Bolt-2018-576-521	521	thigh	800	THIGH	2
#<<<					
Bolt-2018-576-522	522	thin	1400	THIN (SLIM)	2
Bolt-2018-576-522	522	thin	2308	THIN	2
Bolt-2018-576-522	522	thin	2306	THIN (OF LEAF AND CLOTH)	2
Bolt-2018-576-522	522	thin	2249	THIN (OF SHAPE OF OBJECT)	2
#>>>					
Bolt-2018-576-523	523	thing	738	THING	2
#<<<					
Bolt-2018-576-524	524	think	2271	THINK	2
Bolt-2018-576-524	524	think	1415	THINK (REFLECT)	2
#>>>					
Bolt-2018-576-525	525	thirsty (vi)	847	THIRSTY	4
Bolt-2018-576-526	526	this	1214	THIS	2
Bolt-2018-576-527	527	thorn	124	THORN	2
Bolt-2018-576-528	528	thousand	1843	THOUSAND	2
Bolt-2018-576-529	529	thread	1161	THREAD	2
Bolt-2018-576-530	530	three	492	THREE	2
Bolt-2018-576-531	531	throw	1456	THROW	2
#<<<					
Bolt-2018-576-532	532	thunder (vi)	2378	THUNDER (VERB)	4
Bolt-2018-576-532	532	thunder (vi)	1150	THUNDER	4
Bolt-2018-576-532	532	thunder (vi)	1732	SKY	4
#>>>					
Bolt-2018-576-533	533	tie (vt)	1917	TIE	4
Bolt-2018-576-534	534	tiger	846	TIGER	2
#<<<					
Bolt-2018-576-535	535	till (hoe)	1541	CULTIVATE	4
Bolt-2018-576-535	535	till (hoe)	1882	BEFORE	4
#>>>					
Bolt-2018-576-536	536	tired (vi)	1757	TIRED	4
Bolt-2018-576-537	537	today	1283	TODAY	2
Bolt-2018-576-538	538	together with		???	
Bolt-2018-576-539	539	tomorrow	1329	TOMORROW	2
Bolt-2018-576-540	540	tongue	1205	TONGUE	2
Bolt-2018-576-541	541	tooth	1380	TOOTH	2
Bolt-2018-576-542	542	trivet		???	
#<<<					
Bolt-2018-576-543	543	trunk (tree)	344	TREE TRUNK	4
Bolt-2018-576-543	543	trunk (tree)	1465	BOX	4
Bolt-2018-576-543	543	trunk (tree)	2667	TORSO	4
#>>>					
Bolt-2018-576-544	544	tuber	670	ROOT	4
Bolt-2018-576-545	545	tusk	2495	ELEPHANT TUSK	2
Bolt-2018-576-546	546	twenty	1710	TWENTY	2
Bolt-2018-576-547	547	twist	430	TWIST	2
Bolt-2018-576-548	548	two	1498	TWO	2
#<<<					
Bolt-2018-576-549	549	under, below	1485	BELOW OR UNDER	4
Bolt-2018-576-549	549	under, below	415	CARRY UNDER ARM	4
Bolt-2018-576-549	549	under, below	2094	DOWN OR BELOW	4
Bolt-2018-576-549	549	under, below	690	BOTTOM	4
#>>>					
#<<<					
Bolt-2018-576-550	550	up; ascend	2379	UP OR ABOVE	4
Bolt-2018-576-550	550	up; ascend	705	GO UP (ASCEND)	4
Bolt-2018-576-550	550	up; ascend	1591	UP	4
#>>>					
Bolt-2018-576-551	551	uproot		???	
Bolt-2018-576-552	552	up there1		???	
Bolt-2018-576-553	553	up there2		???	
Bolt-2018-576-554	554	urine	1142	URINE	2
Bolt-2018-576-555	555	vagina	1836	VAGINA	2
Bolt-2018-576-556	556	vegetable, leafy	924	VEGETABLES	4
Bolt-2018-576-557	557	veranda		???	
Bolt-2018-576-558	558	village	930	VILLAGE	2
Bolt-2018-576-559	559	vomit	1278	VOMIT	2
Bolt-2018-576-560	560	waist	1681	WAIST	2
Bolt-2018-576-561	561	wait1		???	
Bolt-2018-576-562	562	wait2		???	
Bolt-2018-576-563	563	wake up	1602	WAKE UP	2
Bolt-2018-576-564	564	walking stick	1296	WALKING STICK	2
#<<<					
Bolt-2018-576-565	565	walk, move, go	765	MOVE	4
Bolt-2018-576-565	565	walk, move, go	142	RETURN HOME	4
Bolt-2018-576-565	565	walk, move, go	2450	FOOT OR WALK	4
Bolt-2018-576-565	565	walk, move, go	695	GO	4
Bolt-2018-576-565	565	walk, move, go	2874	MOVE (ONESELF)	4
Bolt-2018-576-565	565	walk, move, go	2739	WALK (CLASSIFIER)	4
Bolt-2018-576-565	565	walk, move, go	2979	WALK (MANNER)	4
Bolt-2018-576-565	565	walk, move, go	2890	WALK (TAKE A WALK)	4
Bolt-2018-576-565	565	walk, move, go	2873	MOVE (AFFECT EMOTIONALLY)	4
Bolt-2018-576-565	565	walk, move, go	1443	WALK	4
#>>>					
Bolt-2018-576-566	566	walnut	2042	WALNUT	2
#<<<					
Bolt-2018-576-567	567	warm, hot (adj.)	544	SPICY	4
Bolt-2018-576-567	567	warm, hot (adj.)	2110	WARM (OF WEATHER)	4
Bolt-2018-576-567	567	warm, hot (adj.)	1232	WARM	4
Bolt-2018-576-567	567	warm, hot (adj.)	2272	HOT OR WARM	4
Bolt-2018-576-567	567	warm, hot (adj.)	1385	PEPPER	4
Bolt-2018-576-567	567	warm, hot (adj.)	1286	HOT	4
#>>>					
#<<<					
Bolt-2018-576-568	568	warm, hot (vi)	544	SPICY	4
Bolt-2018-576-568	568	warm, hot (vi)	2110	WARM (OF WEATHER)	4
Bolt-2018-576-568	568	warm, hot (vi)	1232	WARM	4
Bolt-2018-576-568	568	warm, hot (vi)	2272	HOT OR WARM	4
Bolt-2018-576-568	568	warm, hot (vi)	1385	PEPPER	4
Bolt-2018-576-568	568	warm, hot (vi)	1286	HOT	4
#>>>					
Bolt-2018-576-569	569	wash1		???	
Bolt-2018-576-570	570	wash2	1453	WASH	2
#<<<					
Bolt-2018-576-571	571	water	948	WATER	2
Bolt-2018-576-571	571	water	3078	IRRIGATE	2
Bolt-2018-576-571	571	water	1487	POUR	2
#>>>					
Bolt-2018-576-572	572	wealthy		???	
Bolt-2018-576-573	573	wear	976	WEAR	2
Bolt-2018-576-574	574	weave	133	WEAVE	2
Bolt-2018-576-575	575	weed, grass	606	GRASS	4
Bolt-2018-576-576	576	wet1		???	
Bolt-2018-576-577	577	wet2	1726	WET	2
Bolt-2018-576-578	578	wheat	1077	WHEAT	2
Bolt-2018-576-579	579	when	1238	WHEN	2
Bolt-2018-576-580	580	where	1237	WHERE	2
Bolt-2018-576-581	581	white	1335	WHITE	2
Bolt-2018-576-582	582	who	1235	WHO	2
Bolt-2018-576-583	583	wife	1199	WIFE	2
Bolt-2018-576-584	584	wind	960	WIND	2
Bolt-2018-576-585	585	window	1375	WINDOW	2
Bolt-2018-576-586	586	wing	1257	WING	2
Bolt-2018-576-587	587	wipe	1454	WIPE	2
Bolt-2018-576-588	588	woman	962	WOMAN	2
Bolt-2018-576-589	589	wood	1803	WOOD	2
Bolt-2018-576-590	590	wool	964	WOOL	2
Bolt-2018-576-591	591	word	1599	WORD	2
#<<<					
Bolt-2018-576-592	592	work	984	WORK (LABOUR)	2
Bolt-2018-576-592	592	work	2281	WORKING OR WORK	2
Bolt-2018-576-592	592	work	1086	WORK (ACTIVITY)	2
#>>>					
#<<<					
Bolt-2018-576-593	593	wring, squeeze	1414	SQUEEZE	4
Bolt-2018-576-593	593	wring, squeeze	93	DRAW MILK	4
#>>>					
Bolt-2018-576-594	594	year	1226	YEAR	2
Bolt-2018-576-595	595	year, next	515	NEXT YEAR	2
Bolt-2018-576-596	596	year, this	513	THIS YEAR	2
Bolt-2018-576-597	597	yellow	1424	YELLOW	2
Bolt-2018-576-598	598	yesterday	1174	YESTERDAY	2
#	482/598	81%		

