a	^	400	sharp	sharp / bad / son-in-law / when / mother / brother-in-law / grandmother / father / brother (elder) / sister-in-law / good / male / white / in / black / name / long / fat (n) / empty / wife / thick / branch / intestines / pus / far / big / fast / leaf / straight / old / hair (body): feather / tail / seed / heavy / husband / gall, bile / much / right / tasty / warm, hot (adj.) / cold / hard / son / brother, younger / brain / female / child / egg / marrow / all / dirty / daughter-in-law / other / few, little / sister, elder / full / new / sister, younger / deep / wet / spirit, soul, shadow / grandfather / above, top / yellow / sweet / liver / clean / alive, healthy / ripe / same, equal / middle / centre / small / outside / bitter (vi) / rest (n) / root / forest / soup, liquid, broth, juice / steam / left (side) / where / how many / rice, unhusked, paddy / meat, animal / flame / sour / thin / bone / red
n ə	^	59	sun, day	sun, day / flour / night / millet, foxtail / sky / millet, broomcorn / nose / wind / snow / rain (n) / tooth / morning / mouth / rice, unhusked, paddy / child / wing / dragon, thunder, lightning / otter / path, road / Indo-Aryan person / chin / neck / hail / lightning
a		56	soft / smooth	soft / smooth / light / small / short / thin / round, small object / slowly / outside / sister, younger / finger / deep / beautiful / bee / where / tasty / all / soup, liquid, broth, juice / sister-in-law / hungry (vi) / meat, animal / how many / alive, healthy
s	^	55	mouse, rat	mouse, rat / bear / boar, wild / horse / lie (n) / sheep / skin, bark / bone / soybean / pillow / cattle, cow / elephant / heart / deer, barking / liver / cloud, mist, fog / Puroik / that / rope / civet, palm / pig
m ə	^	52	walnut	walnut / sister, younger / belt / radish / fruit / banana / deity, ghost / tomorrow / forehead / thing / eggplant / sugarcane / maize / amaranth / flour / cucumber / wheat / wing / chest / charcoal / jackal
d u		42	soft / smooth	soft / smooth / light / thin / small / short / slowly / beautiful / civet or spotted wild cat / finger / push / son / tasty / trivet / sister, younger
u	^	39	sharp	sharp / spirit, soul, shadow / black / wife / bad / wet / warm, hot (adj.) / heavy / male / long / right / daughter-in-law / female / clean / leaf / son / beautiful / new / alive, healthy / outside / husband
ɔ	^	38	green	green / dry (adj.) / fat (n) / cold / old / red / new / that side / big / brother, younger / soup, liquid, broth, juice / middle / centre / tasty / thick / egg / outside / spirit, soul, shadow / this / good / alive, healthy
dʑ i		37	other	other / reflexive marker / human being prefix / Khoitam people / Rahung, people of / Jerigaon people / Namshu people / Sherdukpen / Thembang people / all / Miji people
s ə	^	35	serow	serow / belly, abdomen / heart / porcupine / mithun / deer, barking / gum / buffalo / bone / goral / goat / Bugun / brain / takin / leaf litter / mouth / skin, bark / civet, palm
ɕ a	^	32	bear	bear / porcupine / bone / goral / mithun / serow / brain / soybean / boar, wild / skin, bark / hunter / langur / pig / sheep / deer, sambar / liver / small / macaque / gall, bile
kʰ	^	29	head	head / mud / millet, finger / cap, hat / frying pan / wet / soda ash / ear / gourd / buckwheat, sweet / friend / thirsty (vi) / sand
n a m	^	29	moon, month	moon, month / frost / cat / night / wind / snow / tomorrow / lightning / rain (n) / shake
dʑ ə	^	28	woman	woman / man / human being / buckwheat, bitter / Monpa / bat / buffalo / deep / deer, sambar / goral / goat
b a	$	27	ripe	ripe / spicy, pungent / stump (tree) / peas / full / moon, month / sour / beans / manure / father / same, equal / frost / pheasant, tragopan / cotton / leaf litter
d ə	^	26	daughter	daughter / bastard / nine / goitre / Indo-Aryan person / hornet / fodder / trivet / hornbill / star / behind / liver / vegetable, leafy / mouth / after
b ə	^	25	thorn	thorn / snake / fly (n) / wheat / eagle, buzzard / pheasant, kalij / dog / chicken / left (side) / tomorrow / crow / four / charcoal
pʰ	^	24	snake	snake / dog / chicken / leech, water / thing / eggplant / fly (n) / wet / neck / sugarcane / rain (n) / banana / tooth / maize
g ə	^	21	hair (head)	hair (head) / walking stick / millet, finger / buckwheat, sweet / cap, hat / ear / brother (elder) / boil (n) / mud
l a		21	kick (v)	kick (v) / mountain / deity, ghost / horsefly / knee / trunk (tree) / fetch / leg / palm, sole / Rahung, people of
m a	^	20	cucumber	cucumber / pumpkin / eggplant / walnut / garlic / nose / maize / radish / sugarcane / chest / forehead / marrow / banana / chin
n a	^	20	2pl.incl	2pl.incl / 2pl.excl / sun, day / sky / back (n) / night / wind / snow / hail / rain (n)
b a		20	fire prefix	fire prefix / nominaliser / copula, existential / lightning / negative prefix / year, next / alive, healthy / charcoal / fire
tʰ u ŋ	$	18	cap, hat	cap, hat / bear / neck / ladder / ear / waist / tooth
kʰ uː		17	under, below	under, below / five / shake / chin
m yː	$	17	woman	woman / sky / daughter / sun, day
b a	^	16	smoke	smoke / pine kindle / charcoal / copula, negative / thorn / sour
tɕʰ a k		16	settle	settle / bitter (vi) / taro / cliff, ravine
kʰ yː	$	16	nine	nine / smoke / creeper, vine
m uː	$	16	female	female / mother / buckwheat, bitter / mithun
z yː		15	melt	melt / grind, pound / rub; sharpen / suck / goat
n yː	$	15	child	child / brain / marrow / sun, day
l a k		15	penis	penis / lick / round, small object / left (side)
t u	$	15	horse	horse / frog / same, equal / mouse, rat
l uː	$	15	radish	radish / day after tomorrow / today
l ə	^	15	ladder	ladder / thigh / shoulder / back (wards) / path, road / nose / wing / shoe, footwear / knee / day after two days / day after tomorrow
i k		14	hand, arm	hand, arm / elbow / finger
b u		14	year, this	year, this / carry / year, next / fire prefix / spider / navel / round, small object / cotton
r i ŋ	$	14	sister, younger	sister, younger / belly, abdomen / human being / long
h i ŋ		14	wood	wood / trunk (tree) / fall / stump (tree)
i k	^	14	nail	nail / palm, sole / finger
l a	^	14	after	after / behind / thigh / manure / back (wards) / veranda / ladder
b yː	$	14	cat	cat / eye / other / sister, elder
kʰ a	^	13	eye	eye / soda ash / saliva / mud / wet / boil (n) / gourd / beer strainer
l i		13	bow	bow / elbow / seed / quiver / do
t u ŋ		13	year	year / year, this / kick (v) / waist
tɕʰ eˀ		13	cave	cave / cry / need to, have to / split / twist / spit
p a	$	13	Monpa	Monpa / leech, land / boil (n) / hunter / sour / father / steam
d u	$	12	son	son / slowly / small / civet or spotted wild cat / hearth, fireplace / window
pʰ a ŋ	$	12	wing	wing / branch
b i		12	other	other / human being prefix / reflexive marker / Puroik / Khoitam people / quiver / Thembang people / Rahung, people of
tɕʰ ɔ̃ː	$	12	far	far / black / mud / sharp / above, top / rest (n)
p u	$	12	wealthy	wealthy / pulse / year, this / light / leech, land / fast
tɕʰ a m	$	12	daughter-in-law	daughter-in-law / snake / black / mud
n y	^	12	otter	otter / wing / afternoon / hail / wind / snow / tooth
m a		12	imperative	imperative / thing / bee / sister, younger / bamboo / finger / partridge
tɕʰ iː		12	give	give / borrow / honey / sugarcane
n u		12	fish	fish / listen, heed / sick (vi) / language
s u	^	12	pig	pig / mithun / Bugun / porcupine / pangolin / civet, palm / leaf litter
pʰ i ŋ		11	swell	swell / Rahung, people of / uproot / full
tɕʰ i		11	cane	cane / bee / sparrow / wash / Jerigaon people
h u	^	11	pheasant, tragopan	pheasant, tragopan / path, road / hornbill / sparrow / eagle, buzzard / crow / pheasant, kalij / partridge
dʑ ɔ k	$	11	fast	fast / ant / soybean
pʰ u ŋ	$	11	nose	nose / night
s ə		11	lungs	lungs
m a	$	11	path, road	path, road / mithun / mother / buckwheat, bitter / female / lap
kʰ u	^	11	Miji people	Miji people / hair (head) / eye / ear / pillow
l ɔ		11	ablative	ablative / that side / plant  (vt)
l iː	$	11	heavy	heavy / seed
p a		11	knee	knee / left (side) / Namshu people / elbow / spider / Thembang people / year, next / how many
r u k	$	11	empty	empty / head
tɕʰ i k	$	11	warm, hot (adj.)	warm, hot (adj.) / leech, water / word
h a	^	10	noon	noon / eagle, buzzard / manure / rib / path, road
dʑ a k		10	wait	wait / wool
j u ŋ	$	10	egg	egg / ripe / spirit, soul, shadow
s a ŋ		10	civet or spotted wild cat	civet or spotted wild cat / year, next / spider
kʰ ɔ		10	locative	locative / stick / day before yesterday / hornet
z ə	^	10	langur	langur / angry (vi) / buffalo / trivet / quiver
s uː		10	meat, animal	meat, animal / dance
l uː		10	mountain	mountain / fetch / manure
r u ŋ		10	light	light / cook / disease / bind (v)
j ɔ k		10	vomit	vomit / dig
l y ŋ	$	10	heart	heart / in
ə	^	10	red	red / root / left (side) / new / other
j ɔ		10	wake up	wake up / split / afternoon / clothing / chin
r yː		10	push	push / elbow / deep
tʰ ɔ ŋ		9	associative	associative / elephant
tɕ i ŋ	$	9	buckwheat, sweet	buckwheat, sweet / nail / fly (n) / eagle, buzzard
l a ŋ		9	up there	up there / wait
tʰ y ŋ	$	9	tooth	tooth / ear / trunk (tree)
r ɛː	$	9	navel	navel / serow / brother-in-law
m u	$	9	path, road	path, road / woman / sky / daughter
tɕʰ ũː	$	9	black	black / mud / above, top / sharp / roof
m yː		9	mushroom	mushroom / lightning / face / thunder (vi) / shake
n a ŋ		9	2sg	2sg / wait
z iː		9	urine	urine / melt / suck / grind, pound
pʰ uː	$	9	male	male / thigh
n u	$	9	bad	bad / sick (vi) / child / sister, younger
l u ŋ	$	9	Bugun	Bugun / cockroach / heart / in
l a	$	9	bastard	bastard / radish / today / palm, sole / day after tomorrow / leaf
r ɛ k		9	shoot	shoot / field
b ə		9	negative prefix	negative prefix / waist / fly (n) / sparrow / pine kindle / roof
p	^	9	four	four / wind / tomorrow
b u	^	9	belt	belt / smoke / human being / thief / hearth, fireplace
kʰ i		9	cane	cane / shake / borrow
dʑ ɔ ŋ		9	spear	spear / jump / horsefly
m ɔ̃ː		9	butter	butter / achieve, obtain / chili
dʑ i	$	9	Shergaon, people of	Shergaon, people of / this / Sherdukpen / Thembang people / 3sg
s u ŋ	$	9	banana	banana / wind / spider
dʑ a ŋ		8	ascend	ascend / forest / weed, grass
ɔ̃ː	$	8	crow	crow / dry (adj.)
h u ŋ		8	fear (vi)	fear (vi) / salt
pʰ a	$	8	thigh	thigh / male / man / wing / ash
n i		8	day before yesterday	day before yesterday / day before two days / lightning
tɕʰ uː		8	bring	bring / rice, husked / fall
tʰ u ŋ		8	short	short / cook / ear
n iː		8	smell2 (vi)	smell2 (vi) / who / patient marker / day before yesterday
tɕʰ ɔ k		8	till (hoe)	till (hoe) / ant
tɕʰ uː	$	8	Indo-Aryan person	Indo-Aryan person / rain (n)
u k		8	hide	hide
b ɔ	$	8	leaf litter	leaf litter / porcupine / pheasant, tragopan
tɕʰ yː		8	kick (v)	kick (v) / cough (vi) / wash / hornet
g ə		8	civet or spotted wild cat	civet or spotted wild cat / Khoitam people / buckwheat, sweet / frog
d ɔ k	$	8	big	big
n y ŋ		8	breast, milk	breast, milk / rub
m i k		8	arrow	arrow / blow
kʰ u	$	8	millet, foxtail	millet, foxtail / nine / smoke
t u ŋ	$	8	bear	bear / shoulder / tooth / waist
b	^	8	navel	navel / hearth, fireplace
d u ŋ	$	8	macaque	macaque / cockroach / walking stick
h uː		8	bird	bird / cattle, cow
m ə		8	waist	waist / cucumber / gum / year, next / how many / sugarcane
m a n		8	medicine	medicine / potato-bean / achieve, obtain
d a ŋ	^	8	fern, fiddlehead	fern, fiddlehead
h ɔ̃ː	$	8	green	green / outside / earthworm / steam
d a	^	8	veranda	veranda / daughter / bastard / saliva / vegetable, leafy / clitoris
n ə		8	how many	how many / day before yesterday / neck / thunder (vi) / lightning / Namshu people / shake
b l uː	$	8	moon, month	moon, month / frost
s i ŋ	$	8	garlic	garlic / wet
ɕ a		8	fall	fall / cattle, cow / meat, animal / finger / gum
s a ŋ	$	8	tomorrow	tomorrow
s a ɹ	^	8	eight	eight
pʰ u	^	8	tiger	tiger / leech, land / leech, water / hornbill / axe / earthworm
tʰ ɔ k		8	beer filter	beer filter
n a		8	sick (vi)	sick (vi) / spider / listen, heed / afternoon / Namshu people
n a m		8	lightning	lightning / year, next / Namshu people / dragon, thunder, lightning / roof
kʰ a		8	under, below	under, below / five / shake / squirrel / down (visible)
tʰ a k		8	rope	rope / creeper, vine
tʰ y ŋ		8	trunk (tree)	trunk (tree) / cook / ear / associative
r aː	$	8	serow	serow / brother-in-law / navel
t a m		8	Khoitam people	Khoitam people / story / horsefly
ɔ		8	agent	agent / that side / tasty / sister, younger / kill
tɕʰ u		7	eat	eat / trivet / bring / hornet
l i ŋ		7	drink	drink / sparrow / rib
t ɔ ŋ	^	7	thousand	thousand / cloud, mist, fog
d u ŋ		7	soft / smooth	soft / smooth / sit
m iː		7	face	face / who / mushroom
j u	$	7	copula, negative	copula, negative / thief / yesterday / fat (n)
b u	$	7	cat	cat / brother (elder) / straight / thin / leaf litter
tʰ	^	7	here	here / today / nine
r u k		7	lungs	lungs / shoot
t a ŋ	^	7	marten	marten
n u ŋ		7	disease	disease / listen, heed / sick (vi)
pʰ a k		7	liquor	liquor / forget
kʰ ɔ k		7	nest, hive, womb	nest, hive, womb / day before yesterday
kʰ ɛ ŋ		7	horn	horn / pull / suck
k i	$	7	deer, barking	deer, barking / beer strainer / sheep / day after two days / chicken
h a ŋ		7	thread	thread / cotton / alive, healthy
tɕʰ i k		7	warm, hot (vi)	warm, hot (vi) / leech, water / hornet
m u	^	7	radish	radish / forehead / chest / wheat
t a	$	7	thousand	thousand / slowly / horse / frog
b ɛˀ		7	copula, existential	copula, existential / fire
z ɔ̃ː	$	7	white	white / bad
k u ŋ	$	7	marten	marten / amaranth / back (n)
tʰ a ŋ		7	up there	up there / squirrel / earthworm
iː		7	die	die / wipe
kʰ a n		7	call for	call for / nomen agentis
s a	^	7	hunter	hunter / pillow
b yː		7	carry	carry / round, small object
tɕʰ ə		6	bee	bee / lightning / dragon, thunder, lightning
s u		6	elephant	elephant / search / lungs
pʰ yː		6	insect	insect / leech, water
j uː	$	6	wife	wife
n ɔ̃		6	comb	comb / slowly
tʰ ɔ m	$	6	all	all / bear
tɕ y ŋ	$	6	window	window / eagle, buzzard
h ɛ k	$	6	red	red
tɕʰ a m	^	6	butterfly	butterfly / bat
tɕʰ ĩː		6	stand (up)	stand (up) / sew / wash
r ɛː		6	sparrow	sparrow / float / lightning / dragon, thunder, lightning
h a		6	burn (vi)	burn (vi) / salt / where
u ŋ		6	three	three / spirit, soul, shadow
tɕʰ ɛː	$	6	few, little	few, little / chicken
z y k	$	6	star	star / angry (vi) / deer, sambar
pʰ a	^	6	bat	bat / palm, sole / leech, land / shoulder
z yː	$	6	trivet	trivet / saliva / quiver
pʰ l iː		6	needle	needle
oː		6	itch	itch / see
j ɔː	$	6	yesterday	yesterday / fat (n) / thief
kʰ a k	$	6	belt	belt
k a		6	chew	chew / squirrel / Khoitam people
tʰ øː		6	bridge	bridge / take
r uː	$	6	morning	morning / today
h u t		6	finger	finger / hand, arm / blow
ɕ i	$	6	four	four / rice, unhusked, paddy / gall, bile
h a j		6	plant  (vt)	plant  (vt) / burn (vi) / pus
m i ŋ	$	6	hair (body): feather	hair (body): feather
r i		6	bow	bow / elbow / mountain peak / day before two days / morning
pʰ u k		6	barley	barley
tɕʰ ɛ ŋ		6	horn	horn / suck / pull
tɕʰ a p		6	shade	shade / thin
tsʰ i k	$	6	word	word / finger / leech, water / fodder
d i		6	day before two days	day before two days / burn, roast (vt) / present / Jerigaon people
tɕʰ u	^	6	cockroach	cockroach / ash
k ə		6	elbow	elbow / civet or spotted wild cat / falcon
l u	$	6	rainbow	rainbow / goitre / 2pl.excl / story / day after tomorrow
kʰ uː	$	6	walnut	walnut
s ɔ m	$	6	wind	wind / fern, fiddlehead / dog, wild
g uː		6	1sg	1sg
m	$	6	mithun	mithun / buckwheat, bitter / eye
m a ŋ		6	chili	chili / garlic / Thembang people / shake
dʑ uː		6	tuber	tuber
kʰ aː		6	that side	that side / twenty
ʂ	^	6	sheep	sheep / deer, barking / cloud, mist, fog / boar, wild / horse / skin, bark
ɲ i ŋ		6	breast, milk	breast, milk / smell2 (vi) / drink
h ɔ	^	6	crow	crow / mouth / machete / spicy, pungent
l i ŋ	^	6	day after two days	day after two days / angry (vi) / ladder
pʰ ɔ ŋ	$	6	night	night / nose / cucumber / veranda
j a ŋ	^	6	white	white / light / veranda
pʰ ũː		6	tiger	tiger / defeat (vi)
r ɛ ŋ	$	6	long	long / rib
d y	^	6	yesterday	yesterday / trivet / nine / star
h ɛ k		6	louse	louse
k ɔː		6	door	door / knee
j a		6	question	question / knee
d uː	$	6	machete	machete / small
d a		6	keep, remain	keep, remain / same, equal / tasty / finger
d a ŋ		6	vegetable, leafy	vegetable, leafy / soup, liquid, broth, juice
ɔ ŋ		6	go	go
h ũː		6	salt	salt / rot (vi) / outside
z y k		6	face	face / star / deer, sambar
tʰ ɛː		6	that side	that side
tʰ y k		5	village	village
iː	$	5	quarrel (v)	quarrel (v) / copula, negative
h ɛ n		5	one	one / how many
s a ŋ	^	5	ant	ant / pillow / civet or spotted wild cat
kʰ a ŋ		5	lift completely, carry	lift completely, carry
kʰ ɔː		5	that side	that side / water / soup, liquid, broth, juice
l aː		5	tongue	tongue / borrow / earthworm / leg
kʰ ə	^	5	friend	friend / sand / frying pan
kʰ eː	$	5	back (wards)	back (wards) / behind
t yː	$	5	cloud, mist, fog	cloud, mist, fog
kʰ u ŋ	$	5	back (n)	back (n) / after / marten
l a p	$	5	leaf	leaf / flame
d y ŋ		5	sit	sit
tɕʰ i	$	5	gall, bile	gall, bile
n y k		5	sago	sago
tɕ ĩˀ		5	wring, squeeze	wring, squeeze / iron
s iː	$	5	four	four / honey
p yː	$	5	pulse	pulse
m ɛ n	$	5	old	old
s y	^	5	soybean	soybean / goat / deer, sambar / pangolin
tʰ a		5	prohibitive prefix	prohibitive prefix / earthworm / where / here
d ɔ k		5	scratch	scratch
tɕʰ u	$	5	sharp	sharp / honey / saliva
h uː	$	5	man	man
l u		5	song	song / hornbill / rainbow / corpse
tʰ ɔ n		5	bridge	bridge / take / all
ɔː		5	itch	itch / okay / see
h ɛːʰ	$	5	yellow	yellow / flour
t aː		5	spittle, spit	spittle, spit / sing
t eˀ	$	5	lie (n)	lie (n)
n i ŋ		5	silver	silver / hail
t ɛː		5	spittle, spit	spittle, spit / sing
r a		5	do	do
pʰ a ŋ		5	rainbow	rainbow / shelf / deaf
tʰ iː		5	that side	that side / that / plural
pʰ a m	^	5	peas	peas / beans
kʰ a k		5	tie (vt)	tie (vt) / waist
h a n	^	5	machete	machete
s ɔ̃ː		5	ten	ten / bridge, hanging
l ɔ k		5	friend	friend / knee / hornet
k a k		5	ice	ice / halt, stop
l u ŋ		5	stone	stone / falcon / lungs
j yː	$	5	snow	snow
l i ŋ	$	5	butterfly	butterfly / lightning / belly, abdomen / peas / long
tɕʰ a k	$	5	millet, broomcorn	millet, broomcorn / bitter (vi) / taro
z a ŋ	$	5	hair (head)	hair (head)
b u ŋ	$	5	cucumber	cucumber
b uː		5	down	down
z	^	5	macaque	macaque
tɕʰ a	^	5	ash	ash / bat
s ɔː		5	search	search / dog, wild / mouth / sugarcane
r iː		5	burn, roast (vt)	burn, roast (vt) / frog / mountain peak
tɕ ɛ k		5	cut	cut / split
kʰ a ŋ	$	5	boil (n)	boil (n) / alive, healthy
l u ŋ	^	5	ladder	ladder / day after tomorrow / heart
pʰ ɛ t		5	arrive	arrive
l y ŋ		5	stone	stone / lungs / drink
n uː	$	5	brother, younger	brother, younger
n i	^	5	rice, unhusked, paddy	rice, unhusked, paddy / snow / sky
h a m		5	smell1 (vi)	smell1 (vi) / rot (vi) / path, road
b i	^	5	Indo-Aryan person	Indo-Aryan person / copula, negative / thief / pine kindle
tɕ i	$	5	pine kindle	pine kindle / beer strainer
z ɛ k		5	bite	bite
pʰ i k		5	sow, broadcast	sow, broadcast / knee
l i	$	5	quiver	quiver / heavy / serow
kʰ		5	Khoitam people	Khoitam people / earthworm / ear / rainbow / Jerigaon people
kʰ ɛ n		5	nomen agentis	nomen agentis
j aː	$	5	husband	husband / frying pan
k u k	$	5	skin, bark	skin, bark
b y k		5	breath	breath
tʰ a m		5	year, this	year, this / Thembang people
d a	$	5	machete	machete / small / son / brother (elder)
kʰ y ŋ		5	up; ascend	up; ascend
tsʰ yː	$	5	son-in-law	son-in-law / mud / hornet / sugarcane
tɕʰ ə	^	5	Indo-Aryan person	Indo-Aryan person / squirrel, flying / mouth / takin
d ɛ p	^	5	together with	together with
d y k		5	poison	poison
ɕ	^	5	horse	horse / bear / Puroik / rope
g iː		5	pull	pull / swallow
d ɛ n		5	know	know
n ũː	$	4	friend	friend / Miji people
pʰ l uˀ		4	axe	axe
s u m	$	4	fern, fiddlehead	fern, fiddlehead / spider
kʰ ɔ	$	4	together with	together with
kʰ ɔ̃ː	$	4	charcoal	charcoal
n i k		4	two	two
j ɔ̃ː	$	4	squirrel, flying	squirrel, flying / thirsty (vi)
tɕ ĩː	$	4	maize	maize / sweet
k uː	$	4	wheat	wheat
t u		4	civet or spotted wild cat	civet or spotted wild cat / frog / neck
m ɔ		4	imperative	imperative
b ɛ	$	4	beans	beans / peas
n aː	^	4	2pl.incl	2pl.incl / 2pl.excl
m a k	$	4	otter	otter
l a ŋ	$	4	fruit	fruit
pʰ		4	leech, water	leech, water / earthworm / cotton / Namshu people
tɕ ɔ ŋ		4	falcon	falcon / fly (n)
tɕ i k	$	4	day after two days	day after two days
kʰ ɔ	^	4	cap, hat	cap, hat / head
s a k	^	4	pulse	pulse
kʰ oː		4	water	water
tɕʰ a	$	4	roof	roof / Indo-Aryan person
l ɐ k		4	penis	penis / lick
s ø n	$	4	wind	wind / fern, fiddlehead
tɕ uː	$	4	hard	hard
tʰ øː	$	4	ladder	ladder
w uː	$	4	manure	manure / mountain peak
a j		4	okay	okay / see
tɕʰ a		4	eat	eat / thin / hornbill
tʰ ə	^	4	today	today / this / nine
h i n		4	spit	spit / one
h ĩː		4	fall	fall / like, love / scratch
t ɔ̃ː	$	4	noon	noon
r a k		4	weave	weave
pʰ ɔ ŋ	^	4	beans	beans / peas
pʰ i ŋ	$	4	full	full
d ɔ ŋ		4	bind (v)	bind (v) / cook
